Ticker,Date,Open,High,Low,Close,Adj Close,Volume
^N225,2011-11-02,8719.919922,8719.919922,8640.419922,8640.419922,8640.419922,129200000
000001.SS,2011-11-02,2437.870117,2505.121094,2433.715088,2504.10791,2504.10791,105400
^N100,2011-11-02,581.2199707,585.0100098,571.8699951,581.2999878,581.2999878,314733800
^DJI,2011-11-02,11658.49023,11876.83008,11658.49023,11836.04004,11836.04004,154140000
^GSPC,2011-11-02,1219.619995,1242.47998,1219.619995,1237.900024,1237.900024,4110530000
GC=F,2011-11-02,1724.300049,1741.400024,1723.199951,1728.699951,1728.699951,294
CL=F,2011-11-02,91.59999847,93.79000092,90.97000122,92.51000214,92.51000214,265626
^NYA,2011-11-03,7461.160156,7616.779785,7437.439941,7605.140137,7605.140137,4849140000
^IXIC,2011-11-03,2666.209961,2699.840088,2628.219971,2697.969971,2697.969971,2106240000
^FTSE,2011-11-03,5484.100098,5564.5,5402.600098,5545.600098,5545.600098,1217183500
^NSEI,2011-11-03,5241.549805,5281.600098,5201.850098,5265.75,5265.75,0
^BSESN,2011-11-03,17430.68945,17527.09961,17278.0293,17481.92969,17481.92969,17000
000001.SS,2011-11-03,2510.842041,2535.23999,2507.297119,2508.090088,2508.090088,136600
^N100,2011-11-03,569.5200195,598.5700073,568.9500122,594.9899902,594.9899902,419554000
^DJI,2011-11-03,11835.58984,12065.92969,11835.42969,12044.46973,12044.46973,158170000
^GSPC,2011-11-03,1238.25,1263.209961,1234.810059,1261.150024,1261.150024,4849140000
GC=F,2011-11-03,1740.5,1766,1726.599976,1764.199951,1764.199951,290
CL=F,2011-11-03,92.98999786,94.61000061,90.87000275,94.06999969,94.06999969,299987
^NYA,2011-11-04,7605.140137,7605.140137,7457.819824,7552.22998,7552.22998,3830650000
^IXIC,2011-11-04,2678.159912,2693.669922,2655.120117,2686.149902,2686.149902,1930750000
^FTSE,2011-11-04,5545.600098,5599.5,5495.399902,5527.200195,5527.200195,873169300
^NSEI,2011-11-04,5325.399902,5326.450195,5256.799805,5284.200195,5284.200195,0
^BSESN,2011-11-04,17674.69922,17702.25977,17474.39063,17562.60938,17562.60938,18400
^N225,2011-11-04,8761.269531,8814.709961,8729.080078,8801.400391,8801.400391,125000000
000001.SS,2011-11-04,2525.243896,2536.779053,2512.904053,2528.293945,2528.293945,101800
^N100,2011-11-04,598.6799927,600.0599976,582.9899902,585.2000122,585.2000122,419330600
^DJI,2011-11-04,12043.41016,12043.49023,11850.30957,11983.24023,11983.24023,126150000
^GSPC,2011-11-04,1260.819946,1260.819946,1238.920044,1253.22998,1253.22998,3830650000
GC=F,2011-11-04,1757,1761.199951,1754.900024,1755.300049,1755.300049,47
CL=F,2011-11-04,94.23999786,94.93000031,92.87000275,94.26000214,94.26000214,295457
^NYA,2011-11-07,7552.22998,7592.810059,7461.160156,7590.430176,7590.430176,3429740000
^IXIC,2011-11-07,2683.379883,2697.02002,2649.060059,2695.25,2695.25,1712700000
^FTSE,2011-11-07,5527.200195,5557.799805,5432.200195,5510.799805,5510.799805,730611300
^N225,2011-11-07,8771.820313,8779.549805,8741.25,8767.089844,8767.089844,100000000
000001.SS,2011-11-07,2518.897949,2536.179932,2507.61499,2509.799072,2509.799072,78800
^N100,2011-11-07,579.6500244,588.5599976,574.1199951,582.6300049,582.6300049,320220200
^DJI,2011-11-07,11983.01953,12074.44043,11880.69043,12068.38965,12068.38965,122110000
^GSPC,2011-11-07,1253.209961,1261.699951,1240.75,1261.119995,1261.119995,3429740000
GC=F,2011-11-07,1755.300049,1797,1755.300049,1790.300049,1790.300049,35
CL=F,2011-11-07,94.26000214,96.11000061,93.23000336,95.51999664,95.51999664,321186
^NYA,2011-11-08,7590.430176,7681.220215,7546.529785,7671.910156,7671.910156,3908490000
^IXIC,2011-11-08,2712.080078,2730.389893,2680.929932,2727.48999,2727.48999,1850270000
^FTSE,2011-11-08,5510.799805,5616,5509.600098,5567.299805,5567.299805,885001700
^NSEI,2011-11-08,5292.25,5304.25,5252,5289.350098,5289.350098,0
^BSESN,2011-11-08,17593.66992,17632.23047,17455.2207,17569.5293,17569.5293,11000
^N225,2011-11-08,8744.360352,8772.040039,8644,8655.509766,8655.509766,136400000
000001.SS,2011-11-08,2514.259033,2524.820068,2500.02002,2503.835938,2503.835938,78600
^N100,2011-11-08,583.2299805,596.8900146,582.6500244,589.210022,589.210022,298495000
^DJI,2011-11-08,12055.51953,12187.50977,12002.16992,12170.17969,12170.17969,144950000
^GSPC,2011-11-08,1261.119995,1277.550049,1254.98999,1275.920044,1275.920044,3908490000
GC=F,2011-11-08,1798.400024,1798.400024,1785.699951,1798.400024,1798.400024,14
CL=F,2011-11-08,95.87000275,97.08000183,95.23000336,96.80000305,96.80000305,313566
^NYA,2011-11-09,7671.910156,7671.910156,7344.620117,7353.450195,7353.450195,4659740000
^IXIC,2011-11-09,2662.560059,2672.340088,2617.929932,2621.649902,2621.649902,2144160000
^FTSE,2011-11-09,5567.299805,5615.799805,5426.299805,5460.399902,5460.399902,1074260600
^NSEI,2011-11-09,5309.700195,5317.5,5211.75,5221.049805,5221.049805,0
^BSESN,2011-11-09,17641.98047,17658.33984,17331.23047,17362.09961,17362.09961,15000
^N225,2011-11-09,8724.599609,8762.980469,8678.780273,8755.44043,8755.44043,137400000
000001.SS,2011-11-09,2512.586914,2527.702881,2489.024902,2524.918945,2524.918945,78200
^N100,2011-11-09,593.2999878,595.2800293,573.0700073,577.4299927,577.4299927,386266600
^DJI,2011-11-09,12166.40039,12166.40039,11736.92969,11780.94043,11780.94043,180200000
^GSPC,2011-11-09,1275.180054,1275.180054,1226.640015,1229.099976,1229.099976,4659740000
GC=F,2011-11-09,1793,1793,1774.199951,1790.900024,1790.900024,6
CL=F,2011-11-09,96.80999756,97.83999634,94.54000092,95.73999786,95.73999786,445712
^NYA,2011-11-10,7353.450195,7463.890137,7352.540039,7423.640137,7423.640137,4002760000
^IXIC,2011-11-10,2652.01001,2652.399902,2601.790039,2625.149902,2625.149902,1892390000
^FTSE,2011-11-10,5460.399902,5497.200195,5360.200195,5444.799805,5444.799805,799967700
^N225,2011-11-10,8597.280273,8600.209961,8500.669922,8500.799805,8500.799805,149900000
000001.SS,2011-11-10,2498.593994,2507.451904,2478.138916,2479.535889,2479.535889,87200
^N100,2011-11-10,567.0700073,584.4400024,566.75,576.2199707,576.2199707,346495000
^DJI,2011-11-10,11780.03027,11961.13965,11779.87988,11893.86035,11893.86035,165250000
^GSPC,2011-11-10,1229.589966,1246.219971,1227.699951,1239.699951,1239.699951,4002760000
GC=F,2011-11-10,1766.800049,1766.800049,1754.800049,1758.900024,1758.900024,16
CL=F,2011-11-10,95.75,98.34999847,95.19999695,97.77999878,97.77999878,347730
^NYA,2011-11-11,7423.680176,7599.160156,7423.680176,7576.180176,7576.180176,3370180000
^IXIC,2011-11-11,2653.530029,2684.669922,2649.850098,2678.75,2678.75,1602640000
^FTSE,2011-11-11,5444.799805,5548.799805,5439.799805,5545.399902,5545.399902,715717500
^NSEI,2011-11-11,5159.75,5198.600098,5142.25,5168.850098,5168.850098,0
^BSESN,2011-11-11,17187.89063,17279.23047,17096.83984,17192.82031,17192.82031,18200
^N225,2011-11-11,8545.919922,8566.490234,8485.769531,8514.469727,8514.469727,124900000
000001.SS,2011-11-11,2483.957031,2496.5271,2472.760986,2481.083984,2481.083984,66200
^N100,2011-11-11,577.9899902,591.0800171,575.289978,589.789978,589.789978,262960000
^DJI,2011-11-11,11896.28027,12179.71973,11896.28027,12153.67969,12153.67969,134520000
^GSPC,2011-11-11,1240.119995,1266.97998,1240.119995,1263.849976,1263.849976,3370180000
GC=F,2011-11-11,1777,1789.099976,1777,1787.5,1787.5,28
CL=F,2011-11-11,97.51000214,99.19999695,97.34999847,98.98999786,98.98999786,282786
^NYA,2011-11-14,7576.180176,7576.180176,7459.529785,7493.290039,7493.290039,3219680000
^IXIC,2011-11-14,2671.110107,2682.129883,2647.47998,2657.219971,2657.219971,1401710000
^FTSE,2011-11-14,5545.399902,5575.200195,5489.299805,5519,5519,687675200
^NSEI,2011-11-14,5217.350098,5228.899902,5140.549805,5148.350098,5148.350098,0
^BSESN,2011-11-14,17348.51953,17391.99023,17094.42969,17118.74023,17118.74023,15000
^N225,2011-11-14,8631.280273,8655.30957,8595.429688,8603.700195,8603.700195,104300000
000001.SS,2011-11-14,2498.672119,2529.63208,2496.334961,2528.714111,2528.714111,81200
^N100,2011-11-14,592.789978,593.5800171,580.1099854,582.5800171,582.5800171,236772600
^DJI,2011-11-14,12153,12170.55957,12027.03027,12078.98047,12078.98047,119610000
^GSPC,2011-11-14,1263.849976,1263.849976,1246.680054,1251.780029,1251.780029,3219680000
GC=F,2011-11-14,1779,1779,1779,1777.800049,1777.800049,24
CL=F,2011-11-14,99.30000305,99.69000244,97.19000244,98.13999939,98.13999939,351523
^NYA,2011-11-15,7493.299805,7547.439941,7432.259766,7509.049805,7509.049805,3599300000
^IXIC,2011-11-15,2647.909912,2695.870117,2644,2686.199951,2686.199951,1706960000
^FTSE,2011-11-15,5519,5551.399902,5428.600098,5517.399902,5517.399902,841524400
^NSEI,2011-11-15,5131.200195,5158.75,5052.850098,5068.5,5068.5,0
^BSESN,2011-11-15,17081.61914,17172.08984,16837.56055,16882.66992,16882.66992,18000
^N225,2011-11-15,8546.990234,8584.299805,8527.629883,8541.929688,8541.929688,80200000
000001.SS,2011-11-15,2525.947998,2534.059082,2518.701904,2529.760986,2529.760986,79200
^N100,2011-11-15,578.1500244,581.3200073,569.8900146,573.75,573.75,271170400
^DJI,2011-11-15,12077.91992,12165.11035,12001.25977,12096.16016,12096.16016,14510000
^GSPC,2011-11-15,1251.699951,1264.25,1244.339966,1257.810059,1257.810059,3599300000
GC=F,2011-11-15,1779.199951,1783.099976,1761.300049,1781.699951,1781.699951,18
CL=F,2011-11-15,98.04000092,99.83999634,97.51000214,99.37000275,99.37000275,353319
^NYA,2011-11-16,7509.049805,7525.870117,7387.319824,7392.02002,7392.02002,4085010000
^IXIC,2011-11-16,2661.090088,2688.860107,2637.909912,2639.610107,2639.610107,1950030000
^FTSE,2011-11-16,5517.399902,5562.899902,5450.200195,5509,5509,941320000
^NSEI,2011-11-16,5059.100098,5065.200195,4989.5,5030.450195,5030.450195,0
^BSESN,2011-11-16,16872.30078,16878.30078,16641.65039,16775.86914,16775.86914,19600
^N225,2011-11-16,8546.75,8567.639648,8459.299805,8463.160156,8463.160156,95500000
000001.SS,2011-11-16,2529.072998,2529.458008,2456.855957,2466.958984,2466.958984,93400
^N100,2011-11-16,571.6300049,581.3499756,570.1199951,575.0999756,575.0999756,244075200
^DJI,2011-11-16,12084.74023,12109.03027,11890.57031,11905.58984,11905.58984,166220000
^GSPC,2011-11-16,1257.810059,1259.609985,1235.670044,1236.910034,1236.910034,4085010000
GC=F,2011-11-16,1777.5,1777.5,1757.699951,1773.800049,1773.800049,65
CL=F,2011-11-16,99.31999969,102.8899994,98.38999939,102.5899963,102.5899963,379612
^NYA,2011-11-17,7392.02002,7412.25,7237.720215,7274.160156,7274.160156,4596450000
^IXIC,2011-11-17,2637.370117,2637.47998,2576.219971,2587.98999,2587.98999,2197320000
^FTSE,2011-11-17,5509,5509,5366.100098,5423.100098,5423.100098,1059574700
^NSEI,2011-11-17,5027.100098,5036.799805,4919.450195,4934.75,4934.75,0
^BSESN,2011-11-17,16754.67969,16807.15039,16408.5,16461.71094,16461.71094,17000
^N225,2011-11-17,8421.879883,8491.820313,8400.219727,8479.629883,8479.629883,112900000
000001.SS,2011-11-17,2467.704102,2482.528076,2459.165039,2463.045898,2463.045898,66400
^N100,2011-11-17,572.6199951,574.5,563.5,565.6099854,565.6099854,262530000
^DJI,2011-11-17,11905.66992,11948.42969,11676.34961,11770.73047,11770.73047,169830000
^GSPC,2011-11-17,1236.560059,1237.72998,1209.430054,1216.130005,1216.130005,4596450000
GC=F,2011-11-17,1755.300049,1755.300049,1714,1719.800049,1719.800049,54
CL=F,2011-11-17,101.7600021,103.3700027,98.27999878,98.81999969,98.81999969,194039
^NYA,2011-11-18,7274.149902,7329.27002,7256.319824,7282.470215,7282.470215,3827610000
^IXIC,2011-11-18,2595.02002,2595.840088,2567.149902,2572.5,2572.5,1755360000
^FTSE,2011-11-18,5423.100098,5423.100098,5347.899902,5362.899902,5362.899902,826014000
^NSEI,2011-11-18,4899.149902,4915.899902,4837.950195,4905.799805,4905.799805,0
^BSESN,2011-11-18,16387.69922,16396.68945,16164.99023,16371.50977,16371.50977,21600
^N225,2011-11-18,8374.160156,8398.799805,8359.599609,8374.910156,8374.910156,108600000
000001.SS,2011-11-18,2448.386963,2448.51001,2411.041992,2416.562012,2416.562012,72200
^N100,2011-11-18,562.289978,568.4099731,560.210022,562.5999756,562.5999756,232935800
^DJI,2011-11-18,11768.98047,11854.80957,11755.82031,11796.16016,11796.16016,181240000
^GSPC,2011-11-18,1216.189941,1223.51001,1211.359985,1215.650024,1215.650024,3827610000
GC=F,2011-11-18,1725,1736,1719,1724.699951,1724.699951,14
CL=F,2011-11-18,98.61000061,100.1500015,96.63999939,97.41000366,97.41000366,341638
^NYA,2011-11-21,7282.470215,7282.470215,7074.970215,7134.470215,7134.470215,4050070000
^IXIC,2011-11-21,2535.340088,2539.870117,2500.889893,2523.139893,2523.139893,2048520000
^FTSE,2011-11-21,5362.899902,5362.899902,5221.700195,5222.600098,5222.600098,952410000
^NSEI,2011-11-21,4873.799805,4873.799805,4764.799805,4778.350098,4778.350098,0
^BSESN,2011-11-21,16297.03027,16297.03027,15900.2998,15946.09961,15946.09961,21400
^N225,2011-11-21,8349.049805,8375.599609,8343.929688,8348.269531,8348.269531,89900000
000001.SS,2011-11-21,2416.731934,2419.243896,2396.085938,2415.129883,2415.129883,50200
^N100,2011-11-21,558.75,559.0999756,544.9799805,544.9799805,544.9799805,255075000
^DJI,2011-11-21,11795.5498,11795.7002,11454.07031,11547.30957,11547.30957,170960000
^GSPC,2011-11-21,1215.619995,1215.619995,1183.160034,1192.97998,1192.97998,4050070000
GC=F,2011-11-21,1704.599976,1704.599976,1674.400024,1678.300049,1678.300049,9
CL=F,2011-11-21,97.54000092,97.86000061,95.23999786,96.91999817,96.91999817,279104
^NYA,2011-11-22,7134.470215,7149.25,7062.140137,7094.890137,7094.890137,3911710000
^IXIC,2011-11-22,2517.639893,2534.399902,2499.189941,2521.280029,2521.280029,1792060000
^FTSE,2011-11-22,5222.600098,5282,5206.799805,5206.799805,5206.799805,914555700
^NSEI,2011-11-22,4794.850098,4854,4782.549805,4812.350098,4812.350098,0
^BSESN,2011-11-22,15995.69043,16212.9502,15970.11035,16065.41992,16065.41992,19400
^N225,2011-11-22,8263.860352,8350.349609,8261.009766,8314.740234,8314.740234,112200000
000001.SS,2011-11-22,2400.983887,2414.850098,2387.825928,2412.625,2412.625,51400
^N100,2011-11-22,549.710022,552.3800049,541.4299927,541.4299927,541.4299927,279588800
^DJI,2011-11-22,11542.38965,11571.75,11433.96973,11493.71973,11493.71973,148570000
^GSPC,2011-11-22,1192.97998,1196.810059,1181.650024,1188.040039,1188.040039,3911710000
GC=F,2011-11-22,1675.400024,1702.199951,1675.400024,1702.199951,1702.199951,13
CL=F,2011-11-22,97.19999695,98.69999695,96.55000305,98.01000214,98.01000214,319245
^NYA,2011-11-23,7094.890137,7094.890137,6919.77002,6919.919922,6919.919922,3798940000
^IXIC,2011-11-23,2501.179932,2503.379883,2460.080078,2460.080078,2460.080078,1707770000
^FTSE,2011-11-23,5206.799805,5206.799805,5139.799805,5139.799805,5139.799805,1009698000
^NSEI,2011-11-23,4779.5,4779.5,4640.950195,4706.450195,4706.450195,0
^BSESN,2011-11-23,15969.59961,15969.59961,15478.69043,15699.96973,15699.96973,17400
000001.SS,2011-11-23,2415.197021,2418.560059,2390.654053,2395.063965,2395.063965,50600
^N100,2011-11-23,536.8499756,543.5900269,533.6400146,533.6400146,533.6400146,301023000
^DJI,2011-11-23,11492.74023,11492.82031,11257.5498,11257.5498,11257.5498,152220000
^GSPC,2011-11-23,1187.47998,1187.47998,1161.790039,1161.790039,1161.790039,3798940000
GC=F,2011-11-23,1691.199951,1700,1681.599976,1695.699951,1695.699951,34
CL=F,2011-11-23,97.79000092,97.87000275,95.34999847,96.16999817,96.16999817,283449
^FTSE,2011-11-24,5139.799805,5184.299805,5099,5127.600098,5127.600098,856420500
^BSESN,2011-11-24,15715.80957,15901.2998,15479.96973,15858.49023,15858.49023,18600
^N225,2011-11-24,8189.419922,8212.950195,8157.390137,8165.180176,8165.180176,109800000
000001.SS,2011-11-24,2379.145996,2409.718994,2370.695068,2397.553955,2397.553955,52200
^N100,2011-11-24,537.6799927,541.3400269,530.1099854,532.4799805,532.4799805,285826400
^NYA,2011-11-25,6919.919922,6981.75,6898.120117,6898.180176,6898.180176,1664200000
^IXIC,2011-11-25,2453.030029,2477.030029,2441.47998,2441.51001,2441.51001,691750000
^FTSE,2011-11-25,5127.600098,5200.299805,5075.200195,5164.700195,5164.700195,733865300
^NSEI,2011-11-25,4731.299805,4767.299805,4693.100098,4710.049805,4710.049805,0
^BSESN,2011-11-25,15781.25,15891.0498,15645.78027,15695.42969,15695.42969,19200
^N225,2011-11-25,8138.189941,8199.669922,8135.790039,8160.009766,8160.009766,111400000
000001.SS,2011-11-25,2393.326904,2403.941895,2372.62207,2380.224121,2380.224121,45400
^N100,2011-11-25,534.3499756,540.3499756,527.460022,537.8900146,537.8900146,239689800
^DJI,2011-11-25,11251.87988,11361.46973,11231.42969,11231.65039,11231.65039,87480000
^GSPC,2011-11-25,1161.410034,1172.660034,1158.660034,1158.670044,1158.670044,1664200000
GC=F,2011-11-25,1690.099976,1693.5,1675.300049,1685.5,1685.5,28
CL=F,2011-11-25,95.79000092,97.55000305,94.98999786,96.76999664,96.76999664,185841
^NYA,2011-11-28,6898.180176,7156.680176,6898.180176,7120.549805,7120.549805,3920750000
^IXIC,2011-11-28,2509.629883,2531.320068,2507.719971,2527.340088,2527.340088,1626060000
^FTSE,2011-11-28,5164.700195,5327.799805,5164.700195,5312.799805,5312.799805,897909200
^NSEI,2011-11-28,4769.299805,4859.100098,4766.399902,4851.299805,4851.299805,0
^BSESN,2011-11-28,15890.7998,16186.67969,15888.28027,16167.12988,16167.12988,20200
^N225,2011-11-28,8269.910156,8322.009766,8259.709961,8287.490234,8287.490234,102300000
000001.SS,2011-11-28,2383.893066,2396.826904,2372.156006,2383.033936,2383.033936,46000
^N100,2011-11-28,544.5800171,562.7800293,544.5800171,562.7800293,562.7800293,301152800
^DJI,2011-11-28,11232.46973,11562.09961,11232.16016,11523.00977,11523.00977,204950000
^GSPC,2011-11-28,1158.670044,1197.349976,1158.670044,1192.550049,1192.550049,3920750000
GC=F,2011-11-28,1710.800049,1710.800049,1710.800049,1710.800049,1710.800049,175525
CL=F,2011-11-28,97.5,100.7399979,97.12999725,98.20999908,98.20999908,311735
^NYA,2011-11-29,7120.549805,7191.959961,7118.330078,7149.709961,7149.709961,3992650000
^IXIC,2011-11-29,2529.110107,2542.459961,2508.27002,2515.51001,2515.51001,1623550000
^FTSE,2011-11-29,5312.799805,5344.200195,5272.399902,5337,5337,794447300
^NSEI,2011-11-29,4864.200195,4866.100098,4787.100098,4805.100098,4805.100098,0
^BSESN,2011-11-29,16210.37012,16210.37012,15952.54004,16008.33984,16008.33984,14800
^N225,2011-11-29,8371.009766,8477.820313,8351.379883,8477.820313,8477.820313,115900000
000001.SS,2011-11-29,2398.993896,2413.325928,2388.201904,2412.393066,2412.393066,55200
^N100,2011-11-29,560.75,567.5999756,556.710022,565.3900146,565.3900146,262932000
^DJI,2011-11-29,11523.00977,11624.00977,11517.04004,11555.62988,11555.62988,156950000
^GSPC,2011-11-29,1192.560059,1203.670044,1191.800049,1195.189941,1195.189941,3992650000
GC=F,2011-11-29,1711.300049,1718.400024,1704,1713.400024,1713.400024,64786
CL=F,2011-11-29,97.75,100.1500015,97.23000336,99.79000092,99.79000092,320858
^NYA,2011-11-30,7149.709961,7485.549805,7149.709961,7484.5,7484.5,5801910000
^IXIC,2011-11-30,2586.389893,2620.340088,2582.48999,2620.340088,2620.340088,2440960000
^FTSE,2011-11-30,5337,5539,5275,5505.399902,5505.399902,1647245500
^NSEI,2011-11-30,4766.149902,4851.549805,4754.799805,4832.049805,4832.049805,0
^BSESN,2011-11-30,15868.95996,16179.55957,15849.57031,16123.45996,16123.45996,16800
^N225,2011-11-30,8407.629883,8435.339844,8361.69043,8434.610352,8434.610352,126500000
000001.SS,2011-11-30,2406.329102,2407.325928,2319.439941,2333.414063,2333.414063,76600
^N100,2011-11-30,560.0300293,588.7800293,558.8300171,587.1699829,587.1699829,469044600
^DJI,2011-11-30,11559.26953,12045.67969,11559.26953,12045.67969,12045.67969,286790000
^GSPC,2011-11-30,1196.719971,1247.109985,1196.719971,1246.959961,1246.959961,5801910000
GC=F,2011-11-30,1714,1749.199951,1699.900024,1745.5,1745.5,15463
CL=F,2011-11-30,99.48000336,101.75,98.91999817,100.3600006,100.3600006,302863
^NYA,2011-12-01,7484.5,7509.330078,7430.009766,7450.430176,7450.430176,3818680000
^IXIC,2011-12-01,2615.669922,2636.080078,2611.47998,2626.199951,2626.199951,1826860000
^FTSE,2011-12-01,5505.399902,5553.899902,5486.899902,5489.299805,5489.299805,939174800
^NSEI,2011-12-01,4970.850098,5011.899902,4916.700195,4936.850098,4936.850098,0
^BSESN,2011-12-01,16555.92969,16718.10938,16430.60938,16483.44922,16483.44922,19800
^N225,2011-12-01,8581.200195,8653.879883,8577.089844,8597.379883,8597.379883,147900000
000001.SS,2011-12-01,2392.485107,2423.559082,2376.916016,2386.860107,2386.860107,98600
^N100,2011-12-01,587.1699829,589.6900024,581.3800049,582.6599731,582.6599731,271473000
^DJI,2011-12-01,12046.20996,12062.63965,11974.62012,12020.03027,12020.03027,143700000
^GSPC,2011-12-01,1246.910034,1251.089966,1239.72998,1244.579956,1244.579956,3818680000
GC=F,2011-12-01,1747,1753.300049,1734.5,1735.300049,1735.300049,1350
CL=F,2011-12-01,100.5100021,101.1699982,98.87000275,100.1999969,100.1999969,275858
^NYA,2011-12-02,7450.430176,7550.299805,7446.390137,7453.549805,7453.549805,4144310000
^IXIC,2011-12-02,2650.800049,2659.22998,2625.070068,2626.929932,2626.929932,1662730000
^FTSE,2011-12-02,5489.299805,5595.5,5489.100098,5552.299805,5552.299805,984099700
^NSEI,2011-12-02,4940.850098,5062.549805,4918.399902,5050.149902,5050.149902,0
^BSESN,2011-12-02,16493.98047,16888.83984,16428.66016,16846.83008,16846.83008,28600
^N225,2011-12-02,8603.230469,8643.75,8591.929688,8643.75,8643.75,101000000
000001.SS,2011-12-02,2374.898926,2378.299072,2344.845947,2360.664063,2360.664063,59800
^N100,2011-12-02,589.1799927,594.3800049,586.0900269,588.1500244,588.1500244,318932800
^DJI,2011-12-02,12022.37012,12146.67969,12007.12012,12019.41992,12019.41992,150110000
^GSPC,2011-12-02,1246.030029,1260.079956,1243.349976,1244.280029,1244.280029,4144310000
GC=F,2011-12-02,1744.800049,1762.900024,1741.599976,1747,1747,1067
CL=F,2011-12-02,100,101.5599976,99.76000214,100.9599991,100.9599991,245915
^NYA,2011-12-05,7453.549805,7596.109863,7453.549805,7531.009766,7531.009766,4148060000
^IXIC,2011-12-05,2666.469971,2674.530029,2641.590088,2655.76001,2655.76001,1686660000
^FTSE,2011-12-05,5552.299805,5602.799805,5545.899902,5568,5568,900658000
^NSEI,2011-12-05,5036.5,5055.399902,5002.549805,5039.149902,5039.149902,0
^BSESN,2011-12-05,16812.30078,16863.09961,16691.21094,16805.33008,16805.33008,13400
^N225,2011-12-05,8697.780273,8704.480469,8668.040039,8695.980469,8695.980469,91300000
000001.SS,2011-12-05,2363.111084,2363.126953,2327.610107,2333.229004,2333.229004,52200
^N100,2011-12-05,594.2600098,597.4099731,591.5900269,594.9000244,594.9000244,271340800
^DJI,2011-12-05,12021.54004,12186.53027,12021.45996,12097.83008,12097.83008,153830000
^GSPC,2011-12-05,1244.329956,1266.72998,1244.329956,1257.079956,1257.079956,4148060000
GC=F,2011-12-05,1748.900024,1752.599976,1718.699951,1730.699951,1730.699951,756
CL=F,2011-12-05,101.2300034,102.4400024,100.2399979,100.9899979,100.9899979,239380
^NYA,2011-12-06,7531.009766,7583.919922,7496.759766,7539.319824,7539.319824,3734230000
^IXIC,2011-12-06,2655.02002,2663.629883,2639.179932,2649.560059,2649.560059,1491130000
^FTSE,2011-12-06,5568,5593,5521.899902,5568.700195,5568.700195,857312600
^N225,2011-12-06,8644.969727,8671.540039,8571.089844,8575.160156,8575.160156,107800000
000001.SS,2011-12-06,2326.659912,2331.89209,2310.155029,2325.905029,2325.905029,46000
^N100,2011-12-06,589.9400024,595.4000244,589.0100098,591.7199707,591.7199707,268190600
^DJI,2011-12-06,12097.75,12215.70996,12076.70996,12150.12988,12150.12988,145920000
^GSPC,2011-12-06,1257.189941,1266.030029,1253.030029,1258.469971,1258.469971,3734230000
GC=F,2011-12-06,1722.099976,1731.800049,1703,1727.900024,1727.900024,648
CL=F,2011-12-06,100.4499969,101.4199982,100.1999969,101.2799988,101.2799988,217029
^NYA,2011-12-07,7539.319824,7591.209961,7457.490234,7559.709961,7559.709961,4160540000
^IXIC,2011-12-07,2638.610107,2660.23999,2612.800049,2649.209961,2649.209961,1658010000
^FTSE,2011-12-07,5568.700195,5631.899902,5498,5546.899902,5546.899902,932154800
^NSEI,2011-12-07,5050.100098,5099.25,5032.25,5062.600098,5062.600098,0
^BSESN,2011-12-07,16830.03906,17003.71094,16781.61914,16877.06055,16877.06055,14000
^N225,2011-12-07,8629.19043,8729.80957,8614.209961,8722.169922,8722.169922,132600000
000001.SS,2011-12-07,2325.562012,2339.846924,2317.813965,2332.72998,2332.72998,41600
^N100,2011-12-07,599.5700073,601.7999878,584.3400269,591.2800293,591.2800293,306426400
^DJI,2011-12-07,12144.41016,12257.66992,12060.37012,12196.37012,12196.37012,168440000
^GSPC,2011-12-07,1258.140015,1267.060059,1244.800049,1261.01001,1261.01001,4160540000
GC=F,2011-12-07,1730.599976,1741.900024,1720,1740.900024,1740.900024,300
CL=F,2011-12-07,101.1100006,101.9400024,99.66999817,100.4899979,100.4899979,330533
^NYA,2011-12-08,7559.709961,7559.709961,7353.439941,7369.52002,7369.52002,4298370000
^IXIC,2011-12-08,2633.300049,2645.919922,2592.550049,2596.379883,2596.379883,1845640000
^FTSE,2011-12-08,5546.899902,5605.299805,5483.799805,5483.799805,5483.799805,907438000
^NSEI,2011-12-08,5037.399902,5049.049805,4921.450195,4943.649902,4943.649902,0
^BSESN,2011-12-08,16819.74023,16847.82031,16421.55078,16488.24023,16488.24023,16000
^N225,2011-12-08,8664.349609,8688.80957,8625.19043,8664.580078,8664.580078,127900000
000001.SS,2011-12-08,2329.909912,2346.654053,2302.64209,2329.820068,2329.820068,51400
^N100,2011-12-08,596.0999756,597.1900024,578.9199829,579.25,579.25,300971000
^DJI,2011-12-08,12195.91016,12195.91016,11966.21973,11997.7002,11997.7002,165880000
^GSPC,2011-12-08,1260.869995,1260.869995,1231.469971,1234.349976,1234.349976,4298370000
GC=F,2011-12-08,1742,1752.300049,1705.400024,1709.800049,1709.800049,942
CL=F,2011-12-08,100.8399963,101.7300034,97.70999908,98.33999634,98.33999634,340677
^NYA,2011-12-09,7369.52002,7519.97998,7369.52002,7502.879883,7502.879883,3830610000
^IXIC,2011-12-09,2603.179932,2653.459961,2603.179932,2646.850098,2646.850098,1664710000
^FTSE,2011-12-09,5483.799805,5540.5,5440.899902,5529.200195,5529.200195,841432700
^NSEI,2011-12-09,4870.75,4918.350098,4841.75,4866.700195,4866.700195,0
